予約番号,予約人数,予約件数,予約宴会名称,会場枝番,会場名称,会場使用日,宴会開始時間,宴会終了時間,行灯名称,会場予約人数,営業担当名称,予約状態ｺｰﾄﾞ,予約状態名称,会場ｺｰﾄﾞ,会場使用目的ｺｰﾄﾞ,会場使用目的名称,会場形式ｺｰﾄﾞ,会場形式名称,ｴｰｼﾞｪﾝﾄｺｰﾄﾞ,エージェン 名称,申込会社 名称,ｴｰｼﾞｪﾝﾄ名称,予約状態備考,売上部門ｺｰﾄﾞ,売上部門名称,実施日,営業担当ｺｰﾄﾞ,追加売上区分,追加売上区分名称,ｷｬﾝｾﾙ日,予約状態期限日,最終更新日,作成日時,更新日時,予約登録日,決定日,仮予約日,予約種類ｺｰﾄﾞ,予約種類名称
"36507","126","1","中部地方保護司連盟【10/19鶴】準備10:30/本番13:30【10/20楓】松花堂入込","7","富士","2028/10/19","17:45","19:45","中部地方保護司代表者協議会","104","石黒　達也","2","仮予約","170","30","懇親会","21","立食"," ","","中部地方保護司連盟","","","7000","会議/宴会/食事","2028/10/19","S029","N","通常予約","","2025/10/27","2025/10/20","2025/10/20 8:58:31","2025/10/20 8:59:35","2025/10/20","","2025/10/20","2091","会議/宴会/食事"
"36507","126","1","中部地方保護司連盟【10/19鶴】準備10:30/本番13:30【10/20楓】松花堂入込","9","鶴","2028/10/20","09:30","11:30","中部地方保護司代表者協議会","120","石黒　達也","2","仮予約","260","15","会議","3","スクール形式"," ","","中部地方保護司連盟","","","7000","会議/宴会/食事","2028/10/19","S029","N","通常予約","","2025/10/27","2025/10/20","2025/10/20 8:58:31","2025/10/20 8:59:35","2025/10/20","","2025/10/20","2091","会議/宴会/食事"
"36507","126","1","中部地方保護司連盟【10/19鶴】準備10:30/本番13:30【10/20楓】松花堂入込","5","鶴","2028/10/19","10:30","14:30","中部地方保護司代表者協議会","126","石黒　達也","2","仮予約","260","15","会議","3","スクール形式"," ","","中部地方保護司連盟","","","7000","会議/宴会/食事","2028/10/19","S029","N","通常予約","","2025/10/27","2025/10/20","2025/10/20 8:58:31","2025/10/20 8:59:35","2025/10/20","","2025/10/20","2091","会議/宴会/食事"
"36507","126","1","中部地方保護司連盟【10/19鶴】準備10:30/本番13:30【10/20楓】松花堂入込","10","楓","2028/10/20","11:40","13:40","中部地方保護司連盟　理事会","25","石黒　達也","2","仮予約","340","71","理事・役員会","5","ロの字"," ","","中部地方保護司連盟","","","7000","会議/宴会/食事","2028/10/19","S029","N","通常予約","","2025/10/27","2025/10/20","2025/10/20 8:58:31","2025/10/20 8:59:35","2025/10/20","","2025/10/20","2091","会議/宴会/食事"
"36507","126","1","中部地方保護司連盟【10/19鶴】準備10:30/本番13:30【10/20楓】松花堂入込","4","楓","2028/10/19","14:30","17:15","中部地方保護司代表者協議会　第4グル－プ","29","石黒　達也","2","仮予約","340","15","会議","5","ロの字"," ","","中部地方保護司連盟","","","7000","会議/宴会/食事","2028/10/19","S029","N","通常予約","","2025/10/27","2025/10/20","2025/10/20 8:58:31","2025/10/20 8:59:35","2025/10/20","","2025/10/20","2091","会議/宴会/食事"
"36507","126","1","中部地方保護司連盟【10/19鶴】準備10:30/本番13:30【10/20楓】松花堂入込","2","楓","2028/10/20","21:00","22:00","中部地方保護司連盟","25","石黒　達也","2","仮予約","340","13","昼食","20","入れ込み"," ","","中部地方保護司連盟","","","7000","会議/宴会/食事","2028/10/19","S029","N","通常予約","","2025/10/27","2025/10/20","2025/10/20 8:58:31","2025/10/20 8:59:35","2025/10/20","","2025/10/20","2091","会議/宴会/食事"
"36507","126","1","中部地方保護司連盟【10/19鶴】準備10:30/本番13:30【10/20楓】松花堂入込","8","橘","2028/10/19","11:30","12:30","中部地方保護司代表者協議会　昼食会場","7","石黒　達也","2","仮予約","350","13","昼食","26","テーブル"," ","","中部地方保護司連盟","","","7000","会議/宴会/食事","2028/10/19","S029","N","通常予約","","2025/10/27","2025/10/20","2025/10/20 8:58:31","2025/10/20 8:59:35","2025/10/20","","2025/10/20","2091","会議/宴会/食事"
"36507","126","1","中部地方保護司連盟【10/19鶴】準備10:30/本番13:30【10/20楓】松花堂入込","3","紬(１)","2028/10/19","14:30","17:15","中部地方保護司代表者協議会　第2グル－プ","27","石黒　達也","2","仮予約","300","15","会議","5","ロの字"," ","","中部地方保護司連盟","","","7000","会議/宴会/食事","2028/10/19","S029","N","通常予約","","2025/10/27","2025/10/20","2025/10/20 8:58:31","2025/10/20 8:59:35","2025/10/20","","2025/10/20","2091","会議/宴会/食事"
"36507","126","1","中部地方保護司連盟【10/19鶴】準備10:30/本番13:30【10/20楓】松花堂入込","6","紬(２)","2028/10/19","14:30","17:15","中部地方保護司代表者協議会　第3グル－プ","28","石黒　達也","2","仮予約","310","15","会議","5","ロの字"," ","","中部地方保護司連盟","","","7000","会議/宴会/食事","2028/10/19","S029","N","通常予約","","2025/10/27","2025/10/20","2025/10/20 8:58:31","2025/10/20 8:59:35","2025/10/20","","2025/10/20","2091","会議/宴会/食事"
"36507","126","1","中部地方保護司連盟【10/19鶴】準備10:30/本番13:30【10/20楓】松花堂入込","1","錦","2028/10/19","14:30","17:15","中部地方保護司代表者協議会　第1グル－プ","29","石黒　達也","2","仮予約","250","15","会議","5","ロの字"," ","","中部地方保護司連盟","","","7000","会議/宴会/食事","2028/10/19","S029","N","通常予約","","2025/10/27","2025/10/20","2025/10/20 8:58:31","2025/10/20 8:59:35","2025/10/20","","2025/10/20","2091","会議/宴会/食事"
