予約番号,予約人数,予約件数,予約宴会名称,会場枝番,会場名称,会場使用日,宴会開始時間,宴会終了時間,行灯名称,会場予約人数,営業担当名称,予約状態ｺｰﾄﾞ,予約状態名称,会場ｺｰﾄﾞ,会場使用目的ｺｰﾄﾞ,会場使用目的名称,会場形式ｺｰﾄﾞ,会場形式名称,ｴｰｼﾞｪﾝﾄｺｰﾄﾞ,エージェン 名称,申込会社 名称,ｴｰｼﾞｪﾝﾄ名称,予約状態備考
"33783","113","1","大阪教育大学付属平野小学校","2","鶴(２)","2025/05/26","19:00","21:00","大阪教育大学付属平野小学校","113","近藤　和記","5","ｷｬﾝｾﾙ","280","15","会議"," ",""," ","近畿日本ツーリスト株式会社大阪教育旅行支店","","",""
"33783","113","1","大阪教育大学付属平野小学校","5","錦","2025/05/27","07:00","10:00","大阪教育大学付属平野小学校","113","近藤　和記","5","ｷｬﾝｾﾙ","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット"," ","近畿日本ツーリスト株式会社大阪教育旅行支店","","",""
"33783","113","1","大阪教育大学付属平野小学校","3","錦","2025/05/26","15:00","23:59","大阪教育大学付属平野小学校","113","近藤　和記","5","ｷｬﾝｾﾙ","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット"," ","近畿日本ツーリスト株式会社大阪教育旅行支店","","",""
"33810","36","1","サニ－メタル株式会社","2","紬(１)","2025/04/24","15:45","17:45","2025度家電リサイクル中部地区ブロック懇親会","35","石黒　達也","1","決定予約","300","30","懇親会","21","立食"," "," ","サニ－メタル株式会社","",""
"33810","36","1","サニ－メタル株式会社","1","紬(２)","2025/04/24","14:00","15:30","2025年度家電リサイクル中部地区ブロック会議　","36","石黒　達也","1","決定予約","310","15","会議","3","スクール形式"," "," ","サニ－メタル株式会社","",""
"33815","30","1","吉浜七夕会","1","楓","2025/05/24","18:00","20:00","吉浜七夕会","30","大木　淳","5","ｷｬﾝｾﾙ","340","30","懇親会","72","丸卓","2999","㈱アトコ","","その他AGT",""
"33817","65","1","UAゼンセン共済","2","富士(１)","2025/04/21","18:00","20:00","UAゼンセン共済","65","伊藤　良行","1","決定予約","180","30","懇親会","72","丸卓","2999","株式会社マイバケーションツーリスト","","その他AGT",""
"33817","65","1","UAゼンセン共済","4","鶴(２)","2025/04/22","21:00","22:00","UAゼンセン共済","65","伊藤　良行","1","決定予約","280","13","昼食","20","入れ込み","2999","株式会社マイバケーションツーリスト","","その他AGT",""
"33817","65","1","UAゼンセン共済","3","鶴(２)","2025/04/22","09:00","15:00","UAゼンセン共済","65","伊藤　良行","1","決定予約","280","15","会議","3","スクール形式","2999","株式会社マイバケーションツーリスト","","その他AGT",""
"33817","65","1","UAゼンセン共済","1","鶴(２)","2025/04/21","10:00","18:00","UAゼンセン共済","65","伊藤　良行","1","決定予約","280","15","会議","3","スクール形式","2999","株式会社マイバケーションツーリスト","","その他AGT",""
"33842","70","1","名古屋国税職員労働組合　入組式","1","鶴(１)","2025/05/10","09:00","18:00","名古屋国税職員労働組合　入組式","0","森　慎一","1","決定予約","270","15","会議","3","スクール形式"," "," ","名古屋国税職員労働組合","",""
"33842","70","1","名古屋国税職員労働組合　入組式","2","鶴(２)","2025/05/10","12:30","14:30","名古屋国税職員労働組合　入組式","70","森　慎一","1","決定予約","280","30","懇親会","21","立食"," "," ","名古屋国税職員労働組合","",""
"33842","70","1","名古屋国税職員労働組合　入組式","4","楓","2025/05/10","09:00","13:00","名古屋国税職員労働組合　入組式","50","森　慎一","1","決定予約","340","15","会議"," ",""," "," ","名古屋国税職員労働組合","",""
"33842","70","1","名古屋国税職員労働組合　入組式","3","伏見","2025/05/10","09:00","18:00","名古屋国税職員労働組合　入組式","0","森　慎一","1","決定予約","370","4","スタッフ控室","5","ロの字"," "," ","名古屋国税職員労働組合","",""
"33879","120","1","千葉マツダ","1","鶴","2025/04/07","18:00","20:00","千葉マツダ","120","伊藤　良行","5","ｷｬﾝｾﾙ","260","30","懇親会","72","丸卓","2999","T-LIFEホールディングス本社内支店","","その他AGT",""
"33912","50","1","株式会社バッファロー","1","楓","2025/04/01","09:00","12:00","株式会社バッファロー","50","近藤　和記","5","ｷｬﾝｾﾙ","340","15","会議","3","スクール形式","2999","エーエイチエヌ","","その他AGT",""
"33912","50","1","株式会社バッファロー","2","葵","2025/04/01","09:00","12:00","株式会社バッファロー","19","近藤　和記","5","ｷｬﾝｾﾙ","360","9","控室","11","控室","2999","エーエイチエヌ","","その他AGT",""
"33920","72","1","京都市立朱雀第四小学校","3","富士(１)","2025/05/21","07:00","08:00","京都市立朱雀第四小学校","72","近藤　和記","5","ｷｬﾝｾﾙ","180","35","朝食","26","テーブル","2999","京都第一ツーリスト","","その他AGT","5/20か11/5"
"33920","72","1","京都市立朱雀第四小学校","1","富士(１)","2025/05/20","18:00","19:00","京都市立朱雀第四小学校","72","近藤　和記","5","ｷｬﾝｾﾙ","180","1","夕食","26","テーブル","2999","京都第一ツーリスト","","その他AGT","5/20か11/5"
"33920","72","1","京都市立朱雀第四小学校","4","錦","2025/05/21","07:00","10:00","京都市立朱雀第四小学校","72","近藤　和記","5","ｷｬﾝｾﾙ","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT","5/20か11/5"
"33920","72","1","京都市立朱雀第四小学校","2","錦","2025/05/20","15:00","23:59","京都市立朱雀第四小学校","72","近藤　和記","5","ｷｬﾝｾﾙ","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT","5/20か11/5"
"33971","50","1","未生流名古屋支部","2","橘","2025/05/25","11:45","12:45","未生流名古屋支部","5","森　慎一","1","決定予約","350","13","昼食","26","テーブル"," ","","未生流名古屋支部","",""
"33971","50","1","未生流名古屋支部","1","錦","2025/05/25","09:00","15:30","未生流名古屋支部","50","森　慎一","1","決定予約","250","15","会議","3","スクール形式"," ","","未生流名古屋支部","",""
"33981","10","1","愛知県ホテル・旅館生活衛生同業組合中支部","2","橘","2025/04/22","17:30","19:30","愛知県ホテル･旅館生活衛生同業組合中支部","10","森　慎一","1","決定予約","350","30","懇親会","70","丸卓会席"," ","","愛知県ホテル・旅館生活衛生同業組合中支部","",""
"33981","10","1","愛知県ホテル・旅館生活衛生同業組合中支部","1","伏見","2025/04/22","17:00","17:30","愛知県ホテル･旅館生活衛生同業組合中支部","10","森　慎一","1","決定予約","370","16","総会","5","ロの字"," ","","愛知県ホテル・旅館生活衛生同業組合中支部","",""
"34014","0","1","舞花鳥会","2","楓","2025/04/11","18:30","20:30","舞花鳥会","0","吉村　愛香","5","ｷｬﾝｾﾙ","340","55","歓送迎会","72","丸卓"," "," ","愛知県県民文化局","",""
"34058","36","1","南丹市立八木西小学校　※会場移動可","1","竹","2025/05/25","18:00","19:00","南丹市立八木西小学校","36","近藤　和記","5","ｷｬﾝｾﾙ","210","1","夕食","16","和室イステー","2999","亀岡観光センター","","その他AGT",""
"34080","85","1","一般社団法人名古屋設備業協会","9","鶴(２)","2025/05/22","18:00","20:00","一般社団法人名古屋設備業協会　令和7年度通常総会　懇親会","89","石黒　達也","1","決定予約","280","30","懇親会","21","立食"," "," ","足立工業株式会社","",""
"34080","85","1","一般社団法人名古屋設備業協会","8","伏見","2025/05/22","16:00","18:00","一般社団法人名古屋設備業協会　令和7年度通常総会　来賓控室","10","石黒　達也","1","決定予約","370"," ",""," ",""," "," ","足立工業株式会社","",""
"34080","85","1","一般社団法人名古屋設備業協会","7","紬","2025/05/22","15:30","17:45","一般社団法人名古屋設備業協会　令和7年度通常総会","85","石黒　達也","1","決定予約","290","16","総会","3","スクール形式"," "," ","足立工業株式会社","",""
"34082","170","1","NDSインフォス株式会社　※準備11:15/受付13:00/本番13:30","1","鶴","2025/04/09","12:00","17:30","2025年度事業計画キックオフ","170","渡瀬　太郎","1","決定予約","260","15","会議","3","スクール形式"," "," ","NDSインフォス株式会社","","飲み放題A"
"34082","170","1","NDSインフォス株式会社　※準備11:15/受付13:00/本番13:30","2","紬","2025/04/09","17:45","19:45","2025年度事業計画キックオフ懇親会","150","渡瀬　太郎","1","決定予約","290","30","懇親会","21","立食"," "," ","NDSインフォス株式会社","","飲み放題A"
"34093","0","1","青経塾 第110塾　※幹事17:30/受付17:45/本番19:00","2","伏見","2025/04/07","17:30","19:30","青年経営者研修塾 令和7年度アクトPJ全体決起 御控室","10","渡瀬　太郎","1","決定予約","370","9","控室","8","グループ(島)"," "," ","山本康裕税理士事務所","",""
"34093","0","1","青経塾 第110塾　※幹事17:30/受付17:45/本番19:00","1","紬","2025/04/07","18:00","20:00","青年経営者研修塾 令和7年度アクトPJ全体決起","123","渡瀬　太郎","1","決定予約","290","15","会議","1","フラット"," "," ","山本康裕税理士事務所","",""
"34101","50","1","滋賀短期大学附属高等学校野球部","1","松","2025/05/24","19:00","20:00","JTB滋賀支店","50","近藤　和記","1","決定予約","200","1","夕食","16","和室イステー","2099","JTB滋賀支店","","JTB",""
"34142","33","1","ミナベ化工株式会社","1","楓","2025/04/29","18:00","20:00","ミナベ化工株式会社","33","近藤　和記","1","決定予約","340","30","懇親会","72","丸卓","2102","東武トップツアーズ 紀伊田辺支店","","トップツアー",""
"34159","130","1","大同生命保険株式会社","1","紬","2025/04/01","09:00","13:00","名古屋支社全体会議","130","渡瀬　太郎","1","決定予約","290","15","会議","3","スクール形式"," ","","大同生命株式会社","",""
"34180","96","1","青経塾第2回　募集プロジェクト全体会議","1","鶴(１)","2025/05/27","18:00","20:00","青経塾第2回　募集プロジェクト全体会議","100","渡瀬　太郎","1","決定予約","270","15","会議","3","スクール形式"," "," ","青経塾","",""
"34180","96","1","青経塾第2回　募集プロジェクト全体会議","2","鶴(２)","2025/05/27","20:00","21:30","青経塾第2回　募集プロジェクト全体会議懇親会","96","渡瀬　太郎","1","決定予約","280","30","懇親会","72","丸卓"," "," ","青経塾","",""
"34195","120","1","株式会社宇佐美鉱油 ※鶴8:30準備 ※葵HCﾎﾟｯﾄｾｯﾄ10:00/ﾍﾟｯﾄ茶ｸﾞﾗｽ付×17","2","富士","2025/04/01","12:40","13:40","2025年度 宇佐美グループ入社式 御食事会場","121","渡瀬　太郎","1","決定予約","170","13","昼食","7","流し"," ","","株式会社宇佐美鉱油","","【鶴】受付10:10/本番11:10・写真屋持込(備品搬入有)・装花持込8:30搬入(花台含む)"
"34195","120","1","株式会社宇佐美鉱油 ※鶴8:30準備 ※葵HCﾎﾟｯﾄｾｯﾄ10:00/ﾍﾟｯﾄ茶ｸﾞﾗｽ付×17","1","鶴","2025/04/01","08:00","16:00","2025年度　宇佐美グループ入社式","120","渡瀬　太郎","1","決定予約","260","15","会議","3","スクール形式"," ","","株式会社宇佐美鉱油","","【鶴】受付10:10/本番11:10・写真屋持込(備品搬入有)・装花持込8:30搬入(花台含む)"
"34195","120","1","株式会社宇佐美鉱油 ※鶴8:30準備 ※葵HCﾎﾟｯﾄｾｯﾄ10:00/ﾍﾟｯﾄ茶ｸﾞﾗｽ付×17","3","葵","2025/04/01","09:00","11:00","宇佐美グループ　役員御控室","20","渡瀬　太郎","1","決定予約","360","9","控室","5","ロの字"," ","","株式会社宇佐美鉱油","","【鶴】受付10:10/本番11:10・写真屋持込(備品搬入有)・装花持込8:30搬入(花台含む)"
"34200","65","1","トーエネック営業部門安全衛生協議会連合会　※【紬2】本番16:00～","2","紬(１)","2025/04/21","17:00","19:00","トーエネック営業部門安全衛生協議会連合会","65","吉村　愛香","1","決定予約","300","30","懇親会","72","丸卓"," "," ","㈱トーエネック","",""
"34200","65","1","トーエネック営業部門安全衛生協議会連合会　※【紬2】本番16:00～","1","紬(２)","2025/04/21","14:30","17:00","トーエネック営業部門安全衛生協議会連合会","65","吉村　愛香","1","決定予約","310","15","会議","3","スクール形式"," "," ","㈱トーエネック","",""
"34228","10","1","菊水化学工業株式会社　※2025年度入社式","1","伏見","2025/03/31","15:00","17:00","菊水化学工業株式会社","10","伊藤　良行","1","決定予約","370","20","式典","1","フラット","2100","近畿日本ツーリスト名古屋法人MICE支店","","近畿日本ツーリスト",""
"34232","51","1","千葉マツダ　労組","1","鶴(２)","2025/04/07","18:30","20:30","千葉マツダ　労組","51","伊藤　良行","1","決定予約","280","51","慰労会","72","丸卓","2999","T-LIFEホールディングス(株)本社内支店","","その他AGT",""
"34236","44","1","TLU(東京ガスリビングライン労働組合)","1","鶴(２)","2025/04/19","13:00","15:00","東京ガスリビングライン労働組合","44","伊藤　良行","1","決定予約","280","51","慰労会","13","着ビュ","2102","東武トップツアーズ東京法人西事業部","","トップツアー",""
"34242","30","1","豊見城市建設業協会","1","楓","2025/05/22","18:30","20:30","豊見城市建設業協会","30","伊藤　良行","5","ｷｬﾝｾﾙ","340","30","懇親会","70","丸卓会席","2999","株式会社エフティーエス企画","","その他AGT",""
"34253","100","1","千葉ホンダ会","1","紬","2025/05/26","18:00","20:00","千葉ホンダ会","100","伊藤　良行","5","ｷｬﾝｾﾙ","290","30","懇親会","70","丸卓会席","2999","HIS関東訪日旅行営業部","","その他AGT",""
"34260","40","1","ＫＮＴ-ＣＴﾊﾟｰﾄﾅｰｽﾞ会　愛知支部総会　※橘Hｺｰﾋｰ手出し、紬②ﾍﾟｯﾄ茶ｾｯﾄ有","1","橘","2025/04/14","15:00","17:00","ＫＮＴ-ＣＴパートナーズ会　愛知支部　役員会","15","伊藤　良行","5","ｷｬﾝｾﾙ","350","71","理事・役員会","5","ロの字","2100","近畿日本ツーリスト中部　三河支店","","近畿日本ツーリスト","4/14か17→4/17に決定"
"34260","40","1","ＫＮＴ-ＣＴﾊﾟｰﾄﾅｰｽﾞ会　愛知支部総会　※橘Hｺｰﾋｰ手出し、紬②ﾍﾟｯﾄ茶ｾｯﾄ有","3","紬(１)","2025/04/14","18:30","20:30","ＫＮＴ-ＣＴﾊﾟｰﾄﾅｰｽﾞ会　愛知支部　懇親会","40","伊藤　良行","5","ｷｬﾝｾﾙ","300","30","懇親会","72","丸卓","2100","近畿日本ツーリスト中部　三河支店","","近畿日本ツーリスト","4/14か17→4/17に決定"
"34260","40","1","ＫＮＴ-ＣＴﾊﾟｰﾄﾅｰｽﾞ会　愛知支部総会　※橘Hｺｰﾋｰ手出し、紬②ﾍﾟｯﾄ茶ｾｯﾄ有","2","紬(２)","2025/04/14","15:00","18:30","ＫＮＴ-ＣＴパートナーズ会　愛知支部　総会","30","伊藤　良行","5","ｷｬﾝｾﾙ","310","16","総会","3","スクール形式","2100","近畿日本ツーリスト中部　三河支店","","近畿日本ツーリスト","4/14か17→4/17に決定"
"34261","40","1","ＫＮＴ-ＣＴﾊﾟｰﾄﾅｰｽﾞ会　愛知支部総会　※橘Hｺｰﾋｰ手出し、紬②ﾍﾟｯﾄ茶ｾｯﾄ有","1","橘","2025/04/17","16:00","16:30","ＫＮＴ-ＣＴパートナーズ会　愛知支部　役員会","12","伊藤　良行","1","決定予約","350","71","理事・役員会","5","ロの字","2100","近畿日本ツーリスト中部　三河支店","","近畿日本ツーリスト","１６：００やくいんかい　１７：００そうかい　１８：３０こんしんかいよてい"
"34261","40","1","ＫＮＴ-ＣＴﾊﾟｰﾄﾅｰｽﾞ会　愛知支部総会　※橘Hｺｰﾋｰ手出し、紬②ﾍﾟｯﾄ茶ｾｯﾄ有","3","紬(１)","2025/04/17","18:15","20:00","ＫＮＴ-ＣＴﾊﾟｰﾄﾅｰｽﾞ会　愛知支部　懇親会","40","伊藤　良行","1","決定予約","300","30","懇親会","21","立食","2100","近畿日本ツーリスト中部　三河支店","","近畿日本ツーリスト","１６：００やくいんかい　１７：００そうかい　１８：３０こんしんかいよてい"
"34261","40","1","ＫＮＴ-ＣＴﾊﾟｰﾄﾅｰｽﾞ会　愛知支部総会　※橘Hｺｰﾋｰ手出し、紬②ﾍﾟｯﾄ茶ｾｯﾄ有","2","紬(２)","2025/04/17","17:00","18:00","ＫＮＴ-ＣＴパートナーズ会　愛知支部　総会","30","伊藤　良行","1","決定予約","310","16","総会","3","スクール形式","2100","近畿日本ツーリスト中部　三河支店","","近畿日本ツーリスト","１６：００やくいんかい　１７：００そうかい　１８：３０こんしんかいよてい"
"34290","80","1","フランスベッド労働組合","2","富士(１)","2025/05/11","17:00","19:00","フランスベッド労働組合","80","伊藤　良行","5","ｷｬﾝｾﾙ","180","30","懇親会","70","丸卓会席","2999","エスイーティークリエーション","","その他AGT",""
"34290","80","1","フランスベッド労働組合","1","紬","2025/05/11","09:00","17:00","フランスベッド労働組合","80","伊藤　良行","5","ｷｬﾝｾﾙ","290","23","講演会","3","スクール形式","2999","エスイーティークリエーション","","その他AGT",""
"34291","11","1","津南町商工会青年部","1","橘","2025/04/13","18:00","20:00","津南町商工会青年部","11","伊藤　良行","1","決定予約","350","24","懇談会","70","丸卓会席","2999","森宮交通株式会社","","その他AGT","ｺﾝﾊﾟ5ﾒｲ(ﾊｲﾈｽ)　飲み放題B(日本酒)"
"34299","5","1","コンパ控室（ハイネス）","1","桐(１)","2025/04/13","17:00","21:00","コンパ控室（ハイネス）","5","","3","営業押え","230","3","ｺﾝﾊﾟﾆｵﾝ控室","11","控室"," "," ","コンパ控室（ハイネス）","","18:00～20:00 橘 「津南町商工会青年部」"
"34318","40","1","愛知県消防長会 署長連絡会","2","紬(１)","2025/05/21","17:30","19:30","愛知県消防長会 署長連絡会","35","渡瀬　太郎","1","決定予約","300","30","懇親会","21","立食"," ","","名古屋市消防局 総務部 総務課","",""
"34318","40","1","愛知県消防長会 署長連絡会","1","紬(２)","2025/05/21","15:30","17:30","愛知県消防長会 署長連絡会","40","渡瀬　太郎","1","決定予約","310","15","会議","3","スクール形式"," ","","名古屋市消防局 総務部 総務課","",""
"34328","150","1","名鉄観光サービス㈱　中部仕入","2","葵","2025/04/15","14:00","18:00","名鉄観光サービス㈱　中部仕入","30","近藤　和記","5","ｷｬﾝｾﾙ","360","15","会議","3","スクール形式","2103"," ","名鉄観光サービス　中部仕入","名鉄観光",""
"34328","150","1","名鉄観光サービス㈱　中部仕入","1","紬","2025/04/15","18:00","20:00","名鉄観光サービス㈱　中部仕入","150","近藤　和記","5","ｷｬﾝｾﾙ","290","30","懇親会","21","立食","2103"," ","名鉄観光サービス　中部仕入","名鉄観光",""
"34337","165","1","名工建設職員組合　25年度ソフトボール大会","1","富士","2025/05/10","18:00","20:00","名工建設職員組合　25年度ソフトボール大会","165","伊藤　良行","1","決定予約","170","30","懇親会","21","立食","2099","JTB名古屋事業部","","JTB",""
"34337","165","1","名工建設職員組合　25年度ソフトボール大会","2","錦","2025/05/10","12:00","20:00","名工建設職員組合　25年度ソフトボール大会","0","伊藤　良行","1","決定予約","250","98","荷物置場","1","フラット","2099","JTB名古屋事業部","","JTB",""
"34485","230","1","朝食会場","1","富士","2025/03/31","06:30","09:00","朝食会場","230","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34486","241","1","朝食会場","1","富士","2025/04/01","06:30","09:00","朝食会場","241","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34487","285","1","朝食会場","1","富士","2025/04/02","06:30","09:00","朝食会場","285","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34488","310","1","朝食会場","1","富士","2025/04/03","06:30","09:00","朝食会場","310","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34489","278","1","朝食会場","1","富士","2025/04/04","06:30","09:00","朝食会場","278","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34490","142","1","朝食会場","1","新　三蔵","2025/04/05","06:30","09:00","朝食会場","142","岡田　吉浩","1","決定予約","115","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34491","102","1","朝食会場","1","新　三蔵","2025/04/06","06:30","09:00","朝食会場","102","岡田　吉浩","1","決定予約","115","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34492","163","1","朝食会場","1","新　三蔵","2025/04/07","06:30","08:30","朝食会場","163","岡田　吉浩","1","決定予約","115","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34493","225","1","朝食会場","1","富士","2025/04/08","06:30","08:30","朝食会場","225","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34494","225","1","朝食会場","1","富士","2025/04/09","06:30","08:30","朝食会場","225","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34495","192","1","朝食会場","1","富士","2025/04/10","06:30","08:30","朝食会場","192","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34496","264","1","朝食会場","1","富士","2025/04/11","06:30","08:30","朝食会場","264","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34497","164","1","朝食会場","1","新　三蔵","2025/04/12","06:30","08:30","朝食会場","164","岡田　吉浩","1","決定予約","115","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34498","194","1","朝食会場","1","富士","2025/04/13","06:30","08:30","朝食会場","194","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34499","0","1","朝食会場","1","富士","2025/04/14","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34500","0","1","朝食会場","1","富士","2025/04/15","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34501","0","1","朝食会場","1","富士","2025/04/16","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34502","0","1","朝食会場","1","富士","2025/04/17","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34503","0","1","朝食会場","1","富士","2025/04/18","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34504","0","1","朝食会場","1","富士","2025/04/19","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34505","0","1","朝食会場","1","富士","2025/04/20","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34506","0","1","朝食会場","1","富士","2025/04/21","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34507","0","1","朝食会場","1","富士","2025/04/22","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34508","0","1","朝食会場","1","富士","2025/04/23","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34509","0","1","朝食会場","1","富士","2025/04/24","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34510","0","1","朝食会場","1","富士","2025/04/25","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34511","0","1","朝食会場","1","富士","2025/04/26","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34512","0","1","朝食会場","1","富士","2025/04/27","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34513","0","1","朝食会場","1","富士","2025/04/28","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34514","0","1","朝食会場","1","富士","2025/04/29","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34515","0","1","朝食会場","1","富士","2025/04/30","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34516","0","1","朝食会場","1","富士","2025/05/01","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34517","0","1","朝食会場","1","富士","2025/05/02","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34518","0","1","朝食会場","1","富士","2025/05/03","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34519","0","1","朝食会場","1","富士","2025/05/04","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34520","0","1","朝食会場","1","富士","2025/05/05","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34521","0","1","朝食会場","1","富士","2025/05/06","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34522","0","1","朝食会場","1","富士","2025/05/07","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34523","0","1","朝食会場","1","富士","2025/05/08","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34524","0","1","朝食会場","1","紬","2025/05/09","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","290","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34525","0","1","朝食会場","1","富士","2025/05/10","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34526","0","1","朝食会場","1","富士","2025/05/11","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34527","0","1","朝食会場","1","富士","2025/05/12","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34528","0","1","朝食会場","1","富士","2025/05/13","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34529","0","1","朝食会場","1","紬","2025/05/14","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","290","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34530","0","1","朝食会場","1","紬","2025/05/15","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","290","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34531","0","1","朝食会場","1","紬","2025/05/16","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","290","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
"34532","0","1","朝食会場","1","富士","2025/05/17","06:30","08:30","朝食会場","0","岡田　吉浩","1","決定予約","170","35","朝食","26","テーブル"," ","","名古屋クラウンホテル","",""
