予約番号,予約人数,予約件数,予約宴会名称,会場枝番,会場名称,会場使用日,宴会開始時間,宴会終了時間,行灯名称,会場予約人数,営業担当名称,予約状態ｺｰﾄﾞ,予約状態名称,会場ｺｰﾄﾞ,会場使用目的ｺｰﾄﾞ,会場使用目的名称,会場形式ｺｰﾄﾞ,会場形式名称,ｴｰｼﾞｪﾝﾄｺｰﾄﾞ,エージェン 名称,申込会社 名称,ｴｰｼﾞｪﾝﾄ名称,予約状態備考,売上部門ｺｰﾄﾞ,売上部門名称,実施日,営業担当ｺｰﾄﾞ,追加売上区分,追加売上区分名称,ｷｬﾝｾﾙ日,予約状態期限日,最終更新日,作成日時,更新日時,予約登録日,決定日,仮予約日,予約種類ｺｰﾄﾞ,予約種類名称
"31504","60","2","中日本高速道路株式会社","1","錦","2025/12/11","09:00","18:30","中日本高速道路株式会社","30","大木　淳","5","ｷｬﾝｾﾙ","250","21","ｾﾐﾅｰ","8","グループ(島)"," ","","ＮＥＸＣＯ中日本サービス㈱","","","8100","会議/食事/宿泊","2025/12/11","S009","N","通常予約","2024/05/16","","2024/05/16","2023/10/16 15:12:35","2024/05/17 1:16:11","2023/10/16","","2023/10/16","2102","会議/食事/宿泊"
"31903","0","1","冬季新人ワープロ競技会","4","橘","2025/12/23","13:00","22:00","第37回 冬季新人ワープロ競技会 御控室","40","渡瀬　太郎","1","決定予約","350","15","会議","8","グループ(島)"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","6","葵","2025/12/24","08:00","22:30","第37回 冬季新人ワープロ競技会 御荷物置場","0","渡瀬　太郎","1","決定予約","360","15","会議","3","スクール形式"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","12","橘","2025/12/25","08:00","22:30","第37回 冬季新人ワープロ競技会 御控室","40","渡瀬　太郎","1","決定予約","350","15","会議","8","グループ(島)"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","15","松","2025/12/25","18:30","21:30","第37回 冬季新人ワープロ競技会","17","渡瀬　太郎","1","決定予約","200","30","懇親会","72","丸卓"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","16","紬","2025/12/26","08:00","17:00","第37回 冬季新人ワープロ競技会","54","渡瀬　太郎","1","決定予約","290","15","会議","3","スクール形式"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","20","葵","2025/12/26","08:00","17:00","第37回 冬季新人ワープロ競技会 御荷物置場","0","渡瀬　太郎","1","決定予約","360","15","会議","3","スクール形式"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","21","紬","2025/12/24","08:00","22:30","第37回 冬季新人ワープロ競技会","96","渡瀬　太郎","1","決定予約","290","15","会議","3","スクール形式"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","22","錦","2025/12/24","08:00","22:30","第37回 冬季新人ワープロ競技会 御荷物置場","0","渡瀬　太郎","1","決定予約","250","98","荷物置場","1","フラット"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","5","葵","2025/12/23","13:00","22:00","第37回 冬季新人ワープロ競技会 御荷物置場","0","渡瀬　太郎","1","決定予約","360","15","会議","3","スクール形式"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","25","錦","2025/12/22","18:00","22:00","第37回 冬季新人ワープロ競技会","0","渡瀬　太郎","1","決定予約","250","98","荷物置場","1","フラット"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","1","紬","2025/12/23","13:00","22:00","第37回 冬季新人ワープロ競技会","0","渡瀬　太郎","1","決定予約","290","15","会議","3","スクール形式"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","2","錦","2025/12/23","09:00","22:00","第37回 冬季新人ワープロ競技会 御荷物置場","0","渡瀬　太郎","1","決定予約","250","98","荷物置場","1","フラット"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","17","錦","2025/12/26","08:00","17:00","第37回 冬季新人ワープロ競技会 御荷物置場","0","渡瀬　太郎","1","決定予約","250","98","荷物置場","1","フラット"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","24","橘","2025/12/24","08:00","22:30","第37回 冬季新人ワープロ競技会 御控室","40","渡瀬　太郎","1","決定予約","350","15","会議","8","グループ(島)"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","8","松","2025/12/24","18:30","21:30","第37回 冬季新人ワープロ競技会","23","渡瀬　太郎","1","決定予約","200","30","懇親会","70","丸卓会席"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","19","橘","2025/12/26","08:00","17:00","第37回 冬季新人ワープロ競技会 御控室","30","渡瀬　太郎","1","決定予約","350","15","会議","8","グループ(島)"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","9","紬","2025/12/25","08:00","22:30","第37回 冬季新人ワープロ競技会","96","渡瀬　太郎","1","決定予約","290","15","会議","3","スクール形式"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","10","錦","2025/12/25","08:00","22:30","第37回 冬季新人ワープロ競技会 御荷物置場","0","渡瀬　太郎","1","決定予約","250","98","荷物置場","1","フラット"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31903","0","1","冬季新人ワープロ競技会","13","葵","2025/12/25","08:00","22:30","第37回 冬季新人ワープロ競技会 御荷物置場","0","渡瀬　太郎","1","決定予約","360","15","会議","3","スクール形式"," "," ","冬季新人ワープロ競技会","","搬入　前日準備　本番12/24～　泊あり","9200","会議/食事/宴会/宿泊","2025/12/23","S027","N","通常予約","","","2025/12/15","2023/11/30 13:37:30","2025/12/15 13:48:38","2023/11/30","2025/01/22","2023/11/30","2091","会議/宴会/食事"
"31905","0","1","冬季新人ワープロ競技会","6","富士","2025/12/25","18:00","19:00","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","170","1","夕食"," ",""," "," ","冬季新人ワープロ競技会","","富士-じゅーたん","7000","会議/宴会/食事","2025/12/25","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 15:23:49","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2091","会議/宴会/食事"
"31905","0","1","冬季新人ワープロ競技会","1","鶴","2025/12/25","08:00","22:30","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","260","15","会議","26","テーブル"," "," ","冬季新人ワープロ競技会","","富士-じゅーたん","7000","会議/宴会/食事","2025/12/25","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 15:23:49","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2091","会議/宴会/食事"
"31905","0","1","冬季新人ワープロ競技会","3","楓","2025/12/25","08:00","22:30","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","340","15","会議"," ",""," "," ","冬季新人ワープロ競技会","","富士-じゅーたん","7000","会議/宴会/食事","2025/12/25","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 15:23:49","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2091","会議/宴会/食事"
"31905","0","1","冬季新人ワープロ競技会","4","橘","2025/12/25","08:00","22:30","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","350","15","会議"," ",""," "," ","冬季新人ワープロ競技会","","富士-じゅーたん","7000","会議/宴会/食事","2025/12/25","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 15:23:49","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2091","会議/宴会/食事"
"31905","0","1","冬季新人ワープロ競技会","5","葵","2025/12/25","08:00","22:30","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","360","15","会議"," ",""," "," ","冬季新人ワープロ競技会","","富士-じゅーたん","7000","会議/宴会/食事","2025/12/25","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 15:23:49","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2091","会議/宴会/食事"
"31905","0","1","冬季新人ワープロ競技会","7","松","2025/12/25","18:30","21:30","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","200","30","懇親会","72","丸卓"," "," ","冬季新人ワープロ競技会","","富士-じゅーたん","7000","会議/宴会/食事","2025/12/25","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 15:23:49","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2091","会議/宴会/食事"
"31905","0","1","冬季新人ワープロ競技会","2","錦","2025/12/25","08:00","22:30","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","250","15","会議"," ",""," "," ","冬季新人ワープロ競技会","","富士-じゅーたん","7000","会議/宴会/食事","2025/12/25","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 15:23:49","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2091","会議/宴会/食事"
"31907","0","1","冬季新人ワープロ競技会","6","富士","2025/12/26","18:00","19:00","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル"," "," ","冬季新人ワープロ競技会","","富士-じゅーたん","7000","会議/宴会/食事","2025/12/26","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 16:15:51","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2091","会議/宴会/食事"
"31907","0","1","冬季新人ワープロ競技会","1","鶴","2025/12/26","08:00","22:30","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","260","15","会議"," ",""," "," ","冬季新人ワープロ競技会","","富士-じゅーたん","7000","会議/宴会/食事","2025/12/26","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 16:15:51","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2091","会議/宴会/食事"
"31907","0","1","冬季新人ワープロ競技会","3","楓","2025/12/26","08:00","22:30","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","340","15","会議"," ",""," "," ","冬季新人ワープロ競技会","","富士-じゅーたん","7000","会議/宴会/食事","2025/12/26","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 16:15:51","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2091","会議/宴会/食事"
"31907","0","1","冬季新人ワープロ競技会","4","橘","2025/12/26","08:00","22:30","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","350","15","会議"," ",""," "," ","冬季新人ワープロ競技会","","富士-じゅーたん","7000","会議/宴会/食事","2025/12/26","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 16:15:51","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2091","会議/宴会/食事"
"31907","0","1","冬季新人ワープロ競技会","5","葵","2025/12/26","08:00","22:30","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","360","15","会議"," ",""," "," ","冬季新人ワープロ競技会","","富士-じゅーたん","7000","会議/宴会/食事","2025/12/26","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 16:15:51","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2091","会議/宴会/食事"
"31907","0","1","冬季新人ワープロ競技会","7","松","2025/12/26","18:30","21:30","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","200","30","懇親会","72","丸卓"," "," ","冬季新人ワープロ競技会","","富士-じゅーたん","7000","会議/宴会/食事","2025/12/26","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 16:15:51","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2091","会議/宴会/食事"
"31907","0","1","冬季新人ワープロ競技会","2","錦","2025/12/26","08:00","22:30","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","250","15","会議"," ",""," "," ","冬季新人ワープロ競技会","","富士-じゅーたん","7000","会議/宴会/食事","2025/12/26","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 16:15:51","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2091","会議/宴会/食事"
"31909","0","1","冬季新人ワープロ競技会","1","鶴","2025/12/27","08:00","17:00","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","260","15","会議"," ",""," "," ","冬季新人ワープロ競技会","","","3000","会議","2025/12/27","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 16:40:42","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2021","会議"
"31909","0","1","冬季新人ワープロ競技会","3","楓","2025/12/27","08:00","17:00","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","340","15","会議"," ",""," "," ","冬季新人ワープロ競技会","","","3000","会議","2025/12/27","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 16:40:42","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2021","会議"
"31909","0","1","冬季新人ワープロ競技会","4","橘","2025/12/27","08:00","17:00","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","350","15","会議"," ",""," "," ","冬季新人ワープロ競技会","","","3000","会議","2025/12/27","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 16:40:42","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2021","会議"
"31909","0","1","冬季新人ワープロ競技会","5","葵","2025/12/27","08:00","17:00","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","360","15","会議"," ",""," "," ","冬季新人ワープロ競技会","","","3000","会議","2025/12/27","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 16:40:42","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2021","会議"
"31909","0","1","冬季新人ワープロ競技会","2","錦","2025/12/27","08:00","17:00","冬季新人ワープロ競技会","0","渡瀬　太郎","5","ｷｬﾝｾﾙ","250","15","会議"," ",""," "," ","冬季新人ワープロ競技会","","","3000","会議","2025/12/27","S027","N","通常予約","2024/05/16","","2024/05/16","2023/11/30 16:40:42","2024/05/17 1:16:11","2023/11/30","","2023/11/30","2021","会議"
